tweet_translated,tweet_translated,sentimiento
How the fu*k! Who the heck! moved my fridge!... should I knock the landlord door. #angry #mad ##,How the fu*k! Who the heck! moved my fridge!... should I knock the landlord door. #angry #mad ##,ira
How the fu*k! Who the heck! moved my fridge!... should I knock the landlord door.  #mad ##,How the fu*k! Who the heck! moved my fridge!... should I knock the landlord door.  #mad ##,ira
"How satisfying it is to finish a practical job, put it away and leave this country.","How satisfying it is to finish a practical job, put it away and leave this country.",tristeza
"How nice it is to be able to leave far away from all the misery, if you have the slightest chance to leave Venezuela do it, believe me you will not regret it.","How nice it is to be able to leave far away from all the misery, if you have the slightest chance to leave Venezuela do it, believe me you will not regret it.",felicidad
How much time should I give to my friend who lost his laptop to mourn before I can ask him to give me his laptop charger and extra battery??,How much time should I give to my friend who lost his laptop to mourn before I can ask him to give me his laptop charger and extra battery??,tristeza
how maybe it was with you and your parents..that I would understand you and your fear of indifference from your own mom and dad..,how maybe it was with you and your parents..that I would understand you and your fear of indifference from your own mom and dad..,miedo
How many kids in Venezuela can leave the country? Damn Government.,How many kids in Venezuela can leave the country? Damn Government.,felicidad
"How is that in 2016, a 757 airplane does not have WiFi...ridiculous.#AmericanAirlines #americanairlinessucks #AATeam #horrible","How is that in 2016, a 757 airplane does not have WiFi...ridiculous.#AmericanAirlines #americanairlinessucks #AATeam #horrible",miedo
"How is that in 2016, a 757 airplane does not have WiFi...ridiculous. #AmericanAirlines #americanairlinessucks #AATeam ","How is that in 2016, a 757 airplane does not have WiFi...ridiculous. #AmericanAirlines #americanairlinessucks #AATeam ",miedo
How is it suppose to work if you do that? Wtf dude? Thanks for pissing me off. #furious,How is it suppose to work if you do that? Wtf dude? Thanks for pissing me off. #furious,ira
How is it suppose to work if you do that? Wtf dude? Thanks for pissing me off. ,How is it suppose to work if you do that? Wtf dude? Thanks for pissing me off. ,ira
How in the world did Nicole beat Paul?!?! #terrible #bb18 #BBFinale What was the jury thinking?? ????????????,How in the world did Nicole beat Paul?!?! #terrible #bb18 #BBFinale What was the jury thinking?? ????????????,miedo
How I Murdered Your Mother #SpookyTv #horror,How I Murdered Your Mother #SpookyTv #horror,miedo
How I Murdered Your Mother #SpookyTv ,How I Murdered Your Mother #SpookyTv ,miedo
How had Matty Dawson not scored there!!!!! #terrible,How had Matty Dawson not scored there!!!!! #terrible,miedo
How had Matty Dawson not scored there!!!!! ,How had Matty Dawson not scored there!!!!! ,miedo
How do you ever stop being #afraid of someone that you live with,How do you ever stop being #afraid of someone that you live with,miedo
How do u grieve someone who legally wasn't a person yet?,How do u grieve someone who legally wasn't a person yet?,tristeza
"How could such a crooked,stuck up,delusional,dim&amp; #dark hearted dud be surprised losing&amp;prob also ppl won't let their crimes drop! #nwo imo","How could such a crooked,stuck up,delusional,dim&amp; #dark hearted dud be surprised losing&amp;prob also ppl won't let their crimes drop! #nwo imo",tristeza
How can you blame the manager watching these players play? It's abysmal. Our team are dreadful. If Jose can't save us. No-one can.  #mufc,How can you blame the manager watching these players play? It's abysmal. Our team are dreadful. If Jose can't save us. No-one can.  #mufc,tristeza
How can you blame the manager watching these players play? It's abysmal. Our team are dreadful. If Jose can't save us. No-one can.  #mufc,How can you blame the manager watching these players play? It's abysmal. Our team are dreadful. If Jose can't save us. No-one can.  #mufc,miedo
"How can I tell Happy Anniversary, when u are not happy.. #bitter #ampalaya #paitpaitanangpeg","How can I tell Happy Anniversary, when u are not happy.. #bitter #ampalaya #paitpaitanangpeg",ira
"How can I tell Happy Anniversary, when u are not happy..  #ampalaya #paitpaitanangpeg","How can I tell Happy Anniversary, when u are not happy..  #ampalaya #paitpaitanangpeg",ira
How can America be so openly embracing racism. #dismayed,How can America be so openly embracing racism. #dismayed,miedo
How can America be so openly embracing racism. ,How can America be so openly embracing racism. ,miedo
How brave are the young individuals that have opened up to us about their #depression and #anxiety to help raise awareness!! @beyondblue,How brave are the young individuals that have opened up to us about their #depression and #anxiety to help raise awareness!! @beyondblue,tristeza
"How annoying it is to leave Venezuela and want us to fall to ""co?Òaz"" with raimundo and with all the madurista world ....","How annoying it is to leave Venezuela and want us to fall to ""co?Òaz"" with raimundo and with all the madurista world ....",felicidad
How am I supposed to intimidate the freshman if half of them are taller than I am??,How am I supposed to intimidate the freshman if half of them are taller than I am??,miedo
Houston might lose a coach tomorrow or by midnight. #yikes ?,Houston might lose a coach tomorrow or by midnight. #yikes ?,ira
Houston might lose a coach tomorrow or by midnight.  #yikes #offense?,Houston might lose a coach tomorrow or by midnight.  #yikes #offense?,ira
horrid having a car n no liscence,horrid having a car n no liscence,miedo
"Horrible, how mediocre to go out and respect VENEZUELA.","Horrible, how mediocre to go out and respect VENEZUELA.",felicidad
"Hopefully someday I will have the chance to go to another country to fulfill my dream, I know I will achieve it;)","Hopefully someday I will have the chance to go to another country to fulfill my dream, I know I will achieve it;)",felicidad
"Hopefully next time we play a L1 team, 1 of the players scores, takes his shirt off &amp;jumps into away end purely to wind up the joyless cunts","Hopefully next time we play a L1 team, 1 of the players scores, takes his shirt off &amp;jumps into away end purely to wind up the joyless cunts",tristeza
