tweet,tweet_tokenized,tweet_translated,tweet_tokenized_translated,sentimiento
i started glee from the beginning n i'm crying they were such babies i love my children,"['started', 'glee', 'beginning', ""i'm"", 'crying', 'babies', 'love', 'children']",i started glee from the beginning n i'm crying they were such babies i love my children,"['started', 'glee', 'beginning', ""i'm"", 'crying', 'babies', 'love', 'children']",felicidad
"I start work tmrw yall, i'm nervous lol","['start', 'work', 'tmrw', 'yall,', ""i'm"", 'nervous', 'lol']","I start work tmrw yall, i'm nervous lol","['start', 'work', 'tmrw', 'yall,', ""i'm"", 'nervous', 'lol']",miedo
I seem to alternate between 'sleep-full' and sleepless nights. Tonight is a sleepless one. 😕 #insomnia #anxiety #notfair,"['seem', 'alternate', ""'sleep-full'"", 'sleepless', 'nights.', 'tonight', 'sleepless', 'one.', '#insomnia', '#anxiety', '#notfair']",I seem to alternate between 'sleep-full' and sleepless nights. Tonight is a sleepless one. 😕 #insomnia #anxiety #notfair,"['seem', 'alternate', ""'sleep-full'"", 'sleepless', 'nights.', 'tonight', 'sleepless', 'one.', '#insomnia', '#anxiety', '#notfair']",miedo
I seem to alternate between 'sleep-full' and sleepless nights. Tonight is a sleepless one. 😕 #insomnia  #notfair,"['seem', 'alternate', ""'sleep-full'"", 'sleepless', 'nights.', 'tonight', 'sleepless', 'one.', '#insomnia', '#notfair']",I seem to alternate between 'sleep-full' and sleepless nights. Tonight is a sleepless one. 😕 #insomnia  #notfair,"['seem', 'alternate', ""'sleep-full'"", 'sleepless', 'nights.', 'tonight', 'sleepless', 'one.', '#insomnia', '#notfair']",miedo
I see I'll be hovering over the block button today with much glee.,"['see', ""i'll"", 'hovering', 'block', 'button', 'today', 'much', 'glee.']",I see I'll be hovering over the block button today with much glee.,"['see', ""i'll"", 'hovering', 'block', 'button', 'today', 'much', 'glee.']",felicidad
I screened my own snap what kind of narcissistic ass would smh,"['screened', 'snap', 'kind', 'narcissistic', 'ass', 'would', 'smh']",I screened my own snap what kind of narcissistic ass would smh,"['screened', 'snap', 'kind', 'narcissistic', 'ass', 'would', 'smh']",ira
I saw those dreams dashed &amp;&amp; divided like a million stars in the night sky that I wished on over &amp;&amp; over again ~ sparkling &amp;&amp; broken.,"['saw', 'dreams', 'dashed', '&amp;&amp;', 'divided', 'like', 'million', 'stars', 'night', 'sky', 'wished', '&amp;&amp;', 'sparkling', '&amp;&amp;', 'broken.']",I saw those dreams dashed &amp;&amp; divided like a million stars in the night sky that I wished on over &amp;&amp; over again ~ sparkling &amp;&amp; broken.,"['saw', 'dreams', 'dashed', '&amp;&amp;', 'divided', 'like', 'million', 'stars', 'night', 'sky', 'wished', '&amp;&amp;', 'sparkling', '&amp;&amp;', 'broken.']",felicidad
I saw someone discourage someone from following their dreams. Just because you want to live in mediocrity doesn't mean someone else should.,"['saw', 'someone', 'discourage', 'someone', 'following', 'dreams.', 'want', 'live', 'mediocrity', 'mean', 'someone', 'else', 'should.']",I saw someone discourage someone from following their dreams. Just because you want to live in mediocrity doesn't mean someone else should.,"['saw', 'someone', 'discourage', 'someone', 'following', 'dreams.', 'want', 'live', 'mediocrity', 'mean', 'someone', 'else', 'should.']",miedo
"I saw her, whose countenance expressed a mighty rivers were monotonous, and her lively conversation took care of the various","['saw', 'her,', 'whose', 'countenance', 'expressed', 'mighty', 'rivers', 'monotonous,', 'lively', 'conversation', 'took', 'care', 'various']","I saw her, whose countenance expressed a mighty rivers were monotonous, and her lively conversation took care of the various","['saw', 'her,', 'whose', 'countenance', 'expressed', 'mighty', 'rivers', 'monotonous,', 'lively', 'conversation', 'took', 'care', 'various']",felicidad
I saved him after ordering him to risk his life. I didn't panic but stayed calm and rescued him.,"['saved', 'ordering', 'risk', 'life.', 'panic', 'stayed', 'calm', 'rescued', 'him.']",I saved him after ordering him to risk his life. I didn't panic but stayed calm and rescued him.,"['saved', 'ordering', 'risk', 'life.', 'panic', 'stayed', 'calm', 'rescued', 'him.']",miedo
i resent biting my tongue.,"['resent', 'biting', 'tongue.']",i resent biting my tongue.,"['resent', 'biting', 'tongue.']",ira
I remember when Rooney wanted to leave United and the fans threaten to kill the man and bare junk... wanna regretting that now? 😂😂,"['remember', 'rooney', 'wanted', 'leave', 'united', 'fans', 'threaten', 'kill', 'man', 'bare', 'junk...', 'wanna', 'regretting', 'now?', '😂😂']",I remember when Rooney wanted to leave United and the fans threaten to kill the man and bare junk... wanna regretting that now? 😂😂,"['remember', 'rooney', 'wanted', 'leave', 'united', 'fans', 'threaten', 'kill', 'man', 'bare', 'junk...', 'wanna', 'regretting', 'now?', '😂😂']",miedo
I remember I was one of those who thought we had to stay and try to fix this country but it's really hopeless. Pure disappointment. I will not waste my life here.,"['remember', 'one', 'thought', 'stay', 'try', 'fix', 'country', 'really', 'hopeless.', 'pure', 'disappointment.', 'waste', 'life', 'here.']",I remember I was one of those who thought we had to stay and try to fix this country but it's really hopeless. Pure disappointment. I will not waste my life here.,"['remember', 'one', 'thought', 'stay', 'try', 'fix', 'country', 'really', 'hopeless.', 'pure', 'disappointment.', 'waste', 'life', 'here.']",tristeza
I really want to go for fright night but I really don't 😁,"['really', 'want', 'go', 'fright', 'night', 'really']",I really want to go for fright night but I really don't 😁,"['really', 'want', 'go', 'fright', 'night', 'really']",miedo
I really wanna go to fright fest ,"['really', 'wanna', 'go', 'fright', 'fest']",I really wanna go to fright fest ,"['really', 'wanna', 'go', 'fright', 'fest']",miedo
"I really really resent having to go to bed at a sensible hour, you guys. I WANT TO TALK TO MY PEOPLE.","['really', 'really', 'resent', 'go', 'bed', 'sensible', 'hour,', 'guys.', 'want', 'talk', 'people.']","I really really resent having to go to bed at a sensible hour, you guys. I WANT TO TALK TO MY PEOPLE.","['really', 'really', 'resent', 'go', 'bed', 'sensible', 'hour,', 'guys.', 'want', 'talk', 'people.']",ira
"I really love the customer service @LifeProof they're always so nice, helpful and cheerful !","['really', 'love', 'customer', 'service', '@lifeproof', ""they're"", 'always', 'nice,', 'helpful', 'cheerful']","I really love the customer service @LifeProof they're always so nice, helpful and cheerful !","['really', 'love', 'customer', 'service', '@lifeproof', ""they're"", 'always', 'nice,', 'helpful', 'cheerful']",felicidad
I really hate Mel and Sue. They think they're hilarious and they're just awful,"['really', 'hate', 'mel', 'sue.', 'think', ""they're"", 'hilarious', ""they're"", 'awful']",I really hate Mel and Sue. They think they're hilarious and they're just awful,"['really', 'hate', 'mel', 'sue.', 'think', ""they're"", 'hilarious', ""they're"", 'awful']",miedo
I really dream of going to wash dishes in another country?,"['really', 'dream', 'going', 'wash', 'dishes', 'another', 'country?']",I really dream of going to wash dishes in another country?,"['really', 'dream', 'going', 'wash', 'dishes', 'another', 'country?']",tristeza
"I polished my nails, but can't find the polish remover. It look like a 3yr old polished my nails lol #horrible","['polished', 'nails,', ""can't"", 'find', 'polish', 'remover.', 'look', 'like', '3yr', 'old', 'polished', 'nails', 'lol', '#horrible']","I polished my nails, but can't find the polish remover. It look like a 3yr old polished my nails lol #horrible","['polished', 'nails,', ""can't"", 'find', 'polish', 'remover.', 'look', 'like', '3yr', 'old', 'polished', 'nails', 'lol', '#horrible']",miedo
I only voted because I have to leave the country.,"['voted', 'leave', 'country.']",I only voted because I have to leave the country.,"['voted', 'leave', 'country.']",felicidad
I offend u,['offend'],I offend u,['offend'],ira
I never wanted to leave the country as much as I do today,"['never', 'wanted', 'leave', 'country', 'much', 'today']",I never wanted to leave the country as much as I do today,"['never', 'wanted', 'leave', 'country', 'much', 'today']",tristeza
I need to stop second guess myself and just go with the first thought and go with it. #relentless,"['need', 'stop', 'second', 'guess', 'go', 'first', 'thought', 'go', 'it.', '#relentless']",I need to stop second guess myself and just go with the first thought and go with it. #relentless,"['need', 'stop', 'second', 'guess', 'go', 'first', 'thought', 'go', 'it.', '#relentless']",ira
I need to get out of the country.,"['need', 'get', 'country.']",I need to get out of the country.,"['need', 'get', 'country.']",tristeza
"I need to collect data and information on HOW TO LEAVE THIS COUNTRY AND BE HAPPY IN ANOTHER I appreciate your cooperation if you managed to leave kisses, thank you, Agripina de Luque.","['need', 'collect', 'data', 'information', 'leave', 'country', 'happy', 'another', 'appreciate', 'cooperation', 'managed', 'leave', 'kisses,', 'thank', 'you,', 'agripina', 'de', 'luque.']","I need to collect data and information on HOW TO LEAVE THIS COUNTRY AND BE HAPPY IN ANOTHER I appreciate your cooperation if you managed to leave kisses, thank you, Agripina de Luque.","['need', 'collect', 'data', 'information', 'leave', 'country', 'happy', 'another', 'appreciate', 'cooperation', 'managed', 'leave', 'kisses,', 'thank', 'you,', 'agripina', 'de', 'luque.']",felicidad
I need some to help with my anger,"['need', 'help', 'anger']",I need some to help with my anger,"['need', 'help', 'anger']",ira
I need all your attention! If I don't I'll pout..,"['need', 'attention!', ""i'll"", 'pout..']",I need all your attention! If I don't I'll pout..,"['need', 'attention!', ""i'll"", 'pout..']",ira
I need a syfy series to watch I literally have nothing to watch back to back. I already watched #heroes #lost #jericho #fallenskies  etc etc,"['need', 'syfy', 'series', 'watch', 'literally', 'nothing', 'watch', 'back', 'back.', 'already', 'watched', '#heroes', '#lost', '#jericho', '#fallenskies', 'etc', 'etc']",I need a syfy series to watch I literally have nothing to watch back to back. I already watched #heroes #lost #jericho #fallenskies  etc etc,"['need', 'syfy', 'series', 'watch', 'literally', 'nothing', 'watch', 'back', 'back.', 'already', 'watched', '#heroes', '#lost', '#jericho', '#fallenskies', 'etc', 'etc']",tristeza
I need a 🍱sushi date🍙 @AnzalduaG an olive guarded date🧀 @lexiereid369 and a 👊🏼Rockys date #tiff,"['need', '🍱sushi', 'date🍙', '@anzalduag', 'an', 'olive', 'guarded', 'date🧀', '@lexiereid369', '👊🏼rockys', 'date', '#tiff']",I need a 🍱sushi date🍙 @AnzalduaG an olive guarded date🧀 @lexiereid369 and a 👊🏼Rockys date #tiff,"['need', '🍱sushi', 'date🍙', '@anzalduag', 'an', 'olive', 'guarded', 'date🧀', '@lexiereid369', '👊🏼rockys', 'date', '#tiff']",ira
I need a 🍱sushi date🍙 @AnzalduaG an olive guarded date🧀 @lexiereid369 and a 👊🏼Rockys date ,"['need', '🍱sushi', 'date🍙', '@anzalduag', 'an', 'olive', 'guarded', 'date🧀', '@lexiereid369', '👊🏼rockys', 'date']",I need a 🍱sushi date🍙 @AnzalduaG an olive guarded date🧀 @lexiereid369 and a 👊🏼Rockys date ,"['need', '🍱sushi', 'date🍙', '@anzalduag', 'an', 'olive', 'guarded', 'date🧀', '@lexiereid369', '👊🏼rockys', 'date']",ira
I mourn the creativity lost.,"['mourn', 'creativity', 'lost.']",I mourn the creativity lost.,"['mourn', 'creativity', 'lost.']",tristeza
I miss when social media was a place to get laughs off and jump in DMs lol..... shit is depressing now 😞,"['miss', 'social', 'media', 'place', 'get', 'laughs', 'jump', 'dms', 'lol.....', 'shit', 'depressing']",I miss when social media was a place to get laughs off and jump in DMs lol..... shit is depressing now 😞,"['miss', 'social', 'media', 'place', 'get', 'laughs', 'jump', 'dms', 'lol.....', 'shit', 'depressing']",tristeza
i miss the guy who always make me sulk,"['miss', 'guy', 'always', 'make', 'sulk']",i miss the guy who always make me sulk,"['miss', 'guy', 'always', 'make', 'sulk']",tristeza
I miss doing nothing someone I care about and attacking their face with kisses. #foreveralone #bitter ,"['miss', 'nothing', 'someone', 'care', 'attacking', 'face', 'kisses.', '#foreveralone', '#bitter']",I miss doing nothing someone I care about and attacking their face with kisses. #foreveralone #bitter ,"['miss', 'nothing', 'someone', 'care', 'attacking', 'face', 'kisses.', '#foreveralone', '#bitter']",ira
I might not pay for my own health insurance but I do like sparkling water and Brussels sprouts now so I think I'm an adult,"['might', 'pay', 'health', 'insurance', 'like', 'sparkling', 'water', 'brussels', 'sprouts', 'think', ""i'm"", 'adult']",I might not pay for my own health insurance but I do like sparkling water and Brussels sprouts now so I think I'm an adult,"['might', 'pay', 'health', 'insurance', 'like', 'sparkling', 'water', 'brussels', 'sprouts', 'think', ""i'm"", 'adult']",felicidad
"i might have #hysteria ,i don't kno if it's just #anxiety or both,..need a diagnosis cuz somethin' is messed up,need ert bu i nvr come out","['might', '#hysteria', ',i', 'kno', '#anxiety', 'both,..need', 'diagnosis', 'cuz', ""somethin'"", 'messed', 'up,need', 'ert', 'bu', 'nvr', 'come']","i might have #hysteria ,i don't kno if it's just #anxiety or both,..need a diagnosis cuz somethin' is messed up,need ert bu i nvr come out","['might', '#hysteria', ',i', 'kno', '#anxiety', 'both,..need', 'diagnosis', 'cuz', ""somethin'"", 'messed', 'up,need', 'ert', 'bu', 'nvr', 'come']",miedo
