tweet,tweet_tokenized,tweet_translated,tweet_translated_tokenized,neg,neu,pos,sentiment
@CaraotaDigital El enlace está mal @CaraotaDigital,"['caraotadigital', 'enlace', 'mal', 'caraotadigital']",@CaraotaDigital The link is wrong @CaraotaDigital,"['caraotadigital', 'link', 'wrong', 'caraotadigital']",0.508,0.492,0.0,Negativo
@Gianfra_80 Te lo había dicho o no?,"['gianfra', 'dicho']",@ Gianfra_80 Did I tell you or not?,"['gianfra', 'tell']",0.0,1.0,0.0,Neutral
Más comisiones!!!!.... que no se olviden de las comisiones  https://t.co/hR0SPi9Phz,"['comisiones', 'olviden', 'comisiones']",More commissions !!!! .... don't forget about commissions https://t.co/hR0SPi9Phz,"['commissions', 'forget', 'commissions']",0.487,0.513,0.0,Neutral
@Juventus_VEN @Gianfra_80 Gian no empieces a buscar escusas ... dybala va. A jugar,"['juventus', 'ven', 'gianfra', 'gian', 'empieces', 'buscar', 'escusas', 'dybala', 'va', 'jugar']",@Juventus_VEN @ Gianfra_80 Gian don't start looking for excuses ... dybala goes. To play,"['juventus', 'ven', 'gianfra', 'gian', 'start', 'looking', 'excuses', 'dybala', 'goes', 'play']",0.0,0.789,0.211,Neutral
@Harlan @Google Guess nobody is !,"['harlan', 'google', 'guess', 'nobody', 'is']",@Harlan @Google Guess nobody is !,"['harlan', 'google', 'guess', 'nobody']",0.0,1.0,0.0,Neutral
#PartidazosxEspn esto no se queda así!! próximo gol de mandzukic,"['partidazosxespn', 'queda', 'así', 'próximo', 'gol', 'mandzukic']",#PartidazosxEspn this does not stay like this !! mandzukic's next goal,"['partidazosxespn', 'stay', 'like', 'mandzukic', 'next', 'goal']",0.0,0.667,0.333,Neutral
#PartidazosxEspn saludos al cuñado @Gianfra_80 viendo el juego por ESPN.. la juve la roba en Italia,"['partidazosxespn', 'saludos', 'cuñado', 'gianfra', 'viendo', 'juego', 'espn', 'juve', 'roba', 'italia']",#PartidazosxEspn greetings to brother-in-law @ Gianfra_80 watching the game on ESPN .. Juve steals it in Italy,"['partidazosxespn', 'greetings', 'brother', 'law', 'gianfra', 'watching', 'game', 'espn', 'juve', 'steals', 'italy']",0.219,0.596,0.185,Neutral
"#ClasicoEnDIRECTV sacan a deolis por dos hombres en base por error, pero  dejan a Rondon que le pegaron en la madre !!","['clasicoendirectv', 'sacan', 'deolis', 'dos', 'hombres', 'base', 'error', 'dejan', 'rondon', 'pegaron', 'madre']","#ClasicoEnDIRECTV they take out deolis for two men on the basis of error, but they leave Rondon who hit him in the mother !!","['clasicoendirectv', 'take', 'deolis', 'two', 'men', 'basis', 'error', 'leave', 'rondon', 'hit', 'mother']",0.302,0.698,0.0,Neutral
#ClasicoEnDIRECTV momento para que cargo descargue el poder !! Corredor veloz en primera y poder al bate !,"['clasicoendirectv', 'momento', 'cargo', 'descargue', 'poder', 'corredor', 'veloz', 'primera', 'poder', 'bate']",#ClasicoEnDIRECTV moment for charge to discharge the power !! Fast runner at first and power at bat!,"['clasicoendirectv', 'moment', 'charge', 'discharge', 'power', 'fast', 'runner', 'first', 'power', 'bat']",0.0,1.0,0.0,Neutral
#ClasicoEnDIRECTV silencio en el parque señores !!,"['clasicoendirectv', 'silencio', 'parque', 'señores']",#ClasicoEnDIRECTV silence in the park gentlemen !!,"['clasicoendirectv', 'silence', 'park', 'gentlemen']",0.0,1.0,0.0,Neutral
#ClasicoEnDIRECTV Felix se ve fresquera! Creo podía sacar ese ining muerto de la risa ! Afortunadamente el relevo pudo hacerlo bien,"['clasicoendirectv', 'felix', 've', 'fresquera', 'creo', 'podía', 'sacar', 'ining', 'muerto', 'risa', 'afortunadamente', 'relevo', 'pudo', 'hacerlo', 'bien']",#ClasicoEnDIRECTV Felix looks cool! I think I could get that dead ining out of laughter! Fortunately the relay was able to do well,"['clasicoendirectv', 'felix', 'looks', 'cool', 'think', 'could', 'get', 'dead', 'ining', 'laughter', 'fortunately', 'relay', 'able', 'well']",0.196,0.457,0.347,Neutral
#ClasicoEnDIRECTV péscale una miguelito !!,"['clasicoendirectv', 'péscale', 'miguelito']",#ClasicoEnDIRECTV péscale a miguelito !!,"['clasicoendirectv', 'péscale', 'miguelito']",0.0,1.0,0.0,Neutral
#ClasicoEnDIRECTV con altuve allí los picheos altos que estaba cantando strike caen bola,"['clasicoendirectv', 'altuve', 'allí', 'picheos', 'altos', 'cantando', 'strike', 'caen', 'bola']",#ClasicoEnDIRECTV with altuve there the high pitches that I was singing strike fall ball,"['clasicoendirectv', 'altuve', 'high', 'pitches', 'singing', 'strike', 'fall', 'ball']",0.176,0.824,0.0,Neutral
#ClasicoEnDIRECTV toque perfecto de chirinos y la suerte nos sonrie,"['clasicoendirectv', 'toque', 'perfecto', 'chirinos', 'suerte', 'sonrie']",#ClasicoEnDIRECTV perfect touch of chirinos and luck smiles at us,"['clasicoendirectv', 'perfect', 'touch', 'chirinos', 'luck', 'smiles', 'us']",0.0,0.29,0.71,Positivo
#ClasicoEnDIRECTV buena noticia que cargo empiece a batear,"['clasicoendirectv', 'buena', 'noticia', 'cargo', 'empiece', 'batear']",#ClasicoEnDIRECTV good news that charge begins to bat,"['clasicoendirectv', 'good', 'news', 'charge', 'begins', 'bat']",0.0,0.633,0.367,Neutral
#ClasicoEnDIRECTV ese line up de Venezuela mete miedo !! Vamos a ganar,"['clasicoendirectv', 'line', 'up', 'venezuela', 'mete', 'miedo', 'vamos', 'ganar']",#ClasicoEnDIRECTV that line up from Venezuela is scary !! We will win,"['clasicoendirectv', 'line', 'venezuela', 'scary', 'win']",0.32,0.3,0.38,Positivo
#ClasicoEnDIRECTV ese umpire da como mala espina !! Arenado estaba ponchaisimo,"['clasicoendirectv', 'umpire', 'da', 'mala', 'espina', 'arenado', 'ponchaisimo']",#ClasicoEnDIRECTV that umpire is like a bad thorn !! Arenado was very ponchaisimo,"['clasicoendirectv', 'umpire', 'like', 'bad', 'thorn', 'arenado', 'ponchaisimo']",0.318,0.455,0.227,Neutral
Dios les de entereza para librar y ganar  más victorias contra ese terrible mal que nos aqueja!  https://t.co/k0RiDFU0R9,"['dios', 'entereza', 'librar', 'ganar', 'victorias', 'terrible', 'mal', 'aqueja']",God give you the strength to free and win more victories against that terrible evil that afflicts us! https://t.co/k0RiDFU0R9,"['god', 'give', 'strength', 'free', 'win', 'victories', 'terrible', 'evil', 'afflicts', 'us']",0.314,0.167,0.519,Positivo
Ahh!! Pero es que estaba sano mentalmente ?  https://t.co/xH9ldUmGww,"['ahh', 'sano', 'mentalmente']",Ahh !! But was he mentally healthy? https://t.co/xH9ldUmGww,"['ahh', 'mentally', 'healthy']",0.0,0.426,0.574,Positivo
@lanuevaconferry  la ruta LAG - PDP año va a funcionar para el asueto de Semana Santa?,"['lanuevaconferry', 'ruta', 'lag', 'pdp', 'año', 'va', 'funcionar', 'asueto', 'semana', 'santa']",@lanuevaconferry the LAG route - PDP year will it work for the Easter holiday?,"['lanuevaconferry', 'lag', 'route', 'pdp', 'year', 'work', 'easter', 'holiday']",0.216,0.541,0.243,Neutral
@globovision  y no es aberrante que quieran obligarlos a vender pan a perdida pues son incapaces de controlar la harina de trigo ?,"['globovision', 'aberrante', 'quieran', 'obligarlos', 'vender', 'pan', 'perdida', 'pues', 'incapaces', 'controlar', 'harina', 'trigo']",@globovision and is it not aberrant that they want to force them to sell bread at a loss because they are unable to control wheat flour?,"['globovision', 'aberrant', 'want', 'force', 'sell', 'bread', 'loss', 'unable', 'control', 'wheat', 'flour']",0.183,0.714,0.103,Neutral
"Si Sr. un caballero, compañero, y Venezolano !!  https://t.co/Y8a4eBOLPm","['si', 'sr', 'caballero', 'compañero', 'venezolano']","Yes Mr. a gentleman, partner, and Venezuelan !! https://t.co/Y8a4eBOLPm","['yes', 'mr', 'gentleman', 'partner', 'venezuelan']",0.0,0.597,0.403,Neutral
Más comprometida y mejor !  https://t.co/RbKLMzmkVE,"['comprometida', 'mejor']",More committed and better! https://t.co/RbKLMzmkVE,"['committed', 'better']",0.0,0.0,1.0,Positivo
#ClasicoEnDIRECTV chirinos las tiene cuadradas dejar pasar esos dos lanzamientos con el loquillo del umpire,"['clasicoendirectv', 'chirinos', 'cuadradas', 'dejar', 'pasar', 'dos', 'lanzamientos', 'loquillo', 'umpire']",#ClasicoEnDIRECTV chirinos have them square to let those two pitches pass with the crazy umpire,"['clasicoendirectv', 'chirinos', 'square', 'let', 'two', 'pitches', 'pass', 'crazy', 'umpire']",0.231,0.769,0.0,Neutral
#ClasicoEnDIRECTV qué pasa ? Vizquel no sabe que se puede tocar ?,"['clasicoendirectv', 'pasa', 'vizquel', 'sabe', 'puede', 'tocar']",#ClasicoEnDIRECTV what's up? Vizquel does not know that it can be touched?,"['clasicoendirectv', 'vizquel', 'know', 'touched']",0.0,1.0,0.0,Neutral
#ClasicoEnDIRECTV que diferencia la etiqueta ayer a la de hoy ..los Sres de ayer drenaban pesimismo @carlitosfeo19  con optimismo y emoción,"['clasicoendirectv', 'diferencia', 'etiqueta', 'ayer', 'hoy', 'sres', 'ayer', 'drenaban', 'pesimismo', 'carlitosfeo', 'optimismo', 'emoción']",#ClasicoEnDIRECTV that differentiates the label yesterday from today ... Yesterday's gentlemen drained pessimism @ carlitosfeo19 with optimism and emotion,"['clasicoendirectv', 'differentiates', 'label', 'yesterday', 'today', 'yesterday', 'gentlemen', 'drained', 'pessimism', 'carlitosfeo', 'optimism', 'emotion']",0.286,0.514,0.2,Neutral
#ClasicoEnDIRECTV vamos este es. Nuestro ining !! Volteemos este juego y vamos a la siguiente ronda,"['clasicoendirectv', 'vamos', 'ining', 'volteemos', 'juego', 'vamos', 'siguiente', 'ronda']",#ClasicoEnDIRECTV let's go this is. Our ining !! Let's flip this game and go to the next round,"['clasicoendirectv', 'let', 'go', 'ining', 'let', 'flip', 'game', 'go', 'next', 'round']",0.0,1.0,0.0,Neutral
Parece mexicano aunque lo anunciaron gringo al hdp ese  https://t.co/VtfZGI5kfF,"['parece', 'mexicano', 'aunque', 'anunciaron', 'gringo', 'hdp']",It seems Mexican although it was announced by gringo to the hdp that https://t.co/VtfZGI5kfF,"['seems', 'mexican', 'although', 'announced', 'gringo', 'hdp']",0.0,1.0,0.0,Neutral
Ese es su estado natural!  https://t.co/U2qmn2xzLG,['natural'],That is its natural state! https://t.co/U2qmn2xzLG,"['natural', 'state']",0.0,0.286,0.714,Positivo
#ClasicoEnDIRECTV @deolisguerra es uno de esos pitchers en los que tengo fe!! vamos venezuela vamos deolis,"['clasicoendirectv', 'deolisguerra', 'pitchers', 'fe', 'vamos', 'venezuela', 'vamos', 'deolis']",#ClasicoEnDIRECTV @deolisguerra is one of those pitchers I have faith in !! come on venezuela come on deolis,"['clasicoendirectv', 'deolisguerra', 'one', 'pitchers', 'faith', 'come', 'venezuela', 'come', 'deolis']",0.0,0.741,0.259,Neutral
Hoy si veo el #ClasicoEnDIRECTV con @carlitosfeo19  narrando! Excelente mezcla de objetividad y optimismo. Vamos Vzla que se libere el poder,"['hoy', 'si', 'veo', 'clasicoendirectv', 'carlitosfeo', 'narrando', 'excelente', 'mezcla', 'objetividad', 'optimismo', 'vamos', 'vzla', 'libere', 'poder']",Today if I see the #ClasicoEnDIRECTV with @ carlitosfeo19 narrating! Excellent mix of objectivity and optimism. Come on Vzla let the power be released,"['today', 'see', 'clasicoendirectv', 'carlitosfeo', 'narrating', 'excellent', 'mix', 'objectivity', 'optimism', 'come', 'vzla', 'let', 'power', 'released']",0.0,0.625,0.375,Neutral
Pleno siglo XXI !! Luego dicen que lo de Sudamérica fue hace 500 años!  https://t.co/ct21af0FGx,"['pleno', 'siglo', 'xxi', 'luego', 'dicen', 'sudamérica', 'hace', 'años']",Full XXI century !! Then they say that South America was 500 years ago! https://t.co/ct21af0FGx,"['full', 'xxi', 'century', 'say', 'south', 'america', 'years', 'ago']",0.0,1.0,0.0,Neutral
Otra vez CArGO!,"['vez', 'cargo']",Again CARGO!,['cargo'],0.0,1.0,0.0,Neutral
De pana !! Enfóquense en el juego. No en lo que les escriben !  https://t.co/zEsN2vuKEB,"['pana', 'enfóquense', 'juego', 'escriben']",Corduroy !! Focus on the game. Not in what they write! https://t.co/zEsN2vuKEB,"['corduroy', 'focus', 'game', 'write']",0.0,1.0,0.0,Neutral
Exacto !!  https://t.co/D7lf7WPG3K,['exacto'],Exactly !! https://t.co/D7lf7WPG3K,['exactly'],0.0,1.0,0.0,Neutral
Exacto!!! a un Pitcher que estaba dando bolas  https://t.co/ru1hBG2e2P,"['exacto', 'pitcher', 'dando', 'bolas']",Exactly!!! to a Pitcher who was giving balls https://t.co/ru1hBG2e2P,"['exactly', 'pitcher', 'giving', 'balls']",0.0,0.556,0.444,Neutral
Según los comentaristas de Direvtv Sport las estrellas de Venezuela nos hacen un favor iendo al mundial !! Ta bien pues,"['según', 'comentaristas', 'direvtv', 'sport', 'estrellas', 'venezuela', 'hacen', 'favor', 'iendo', 'mundial', 'ta', 'bien', 'pues']","According to the commentators of Direvtv Sport, the stars of Venezuela do us a favor by going to the World Cup !! So good then","['according', 'commentators', 'direvtv', 'sport', 'stars', 'venezuela', 'us', 'favor', 'going', 'world', 'cup', 'good']",0.0,0.641,0.359,Neutral
Lamentablemente es noticia vieja ( que sean una vergüenza)  https://t.co/Hj5YYE7gmt,"['lamentablemente', 'noticia', 'vieja', 'vergüenza']",Unfortunately it is old news (make it a shame) https://t.co/Hj5YYE7gmt,"['unfortunately', 'old', 'news', 'make', 'shame']",0.647,0.353,0.0,Negativo
"Cuanto dolor estas noticias, por dios es un niño inocente .. un padre que sufre un dolor inimaginable  https://t.co/FwdDptW1VG","['cuanto', 'dolor', 'noticias', 'dios', 'niño', 'inocente', 'padre', 'sufre', 'dolor', 'inimaginable']","How much pain is this news, by God he is an innocent child .. a father who suffers unimaginable pain https://t.co/FwdDptW1VG","['much', 'pain', 'news', 'god', 'innocent', 'child', 'father', 'suffers', 'unimaginable', 'pain']",0.505,0.26,0.234,Negativo
"@Leonardo_Padron @Gianfra_80  las instituciones pierden su esencia de calidad humana, @BancrecerVe mantiene el trato directo!","['leonardo', 'padron', 'gianfra', 'instituciones', 'pierden', 'esencia', 'calidad', 'humana', 'bancrecerve', 'mantiene', 'trato', 'directo']","@Leonardo_Padron @ Gianfra_80 institutions lose their essence of human quality, @BancrecerVe maintains direct treatment!","['leonardo', 'padron', 'gianfra', 'institutions', 'lose', 'essence', 'human', 'quality', 'bancrecerve', 'maintains', 'direct', 'treatment']",0.197,0.803,0.0,Neutral
@CaraotaDigital yo si creo que es un buen video promocional para @MariaCorinaYA,"['caraotadigital', 'si', 'creo', 'buen', 'video', 'promocional', 'mariacorinaya']",@CaraotaDigital I do think it is a good promotional video for @MariaCorinaYA,"['caraotadigital', 'think', 'good', 'promotional', 'video', 'mariacorinaya']",0.0,0.633,0.367,Neutral
Esa sería una buena etiqueta #nojodafrank !! Que de fe le tiene Malave !  https://t.co/9ZtkmavPTd,"['buena', 'etiqueta', 'nojodafrank', 'fe', 'malave']",That would be a good tag #nojodafrank !! What faith has Malave in him! https://t.co/9ZtkmavPTd,"['would', 'good', 'tag', 'nojodafrank', 'faith', 'malave']",0.0,0.412,0.588,Positivo
"#VamosMagallanes bueno ya está bueno de chance, 3 inings para hacer 5 o 6 Carreras, colgarle 3 ceros y pasar a la siguiente ronda","['vamosmagallanes', 'bueno', 'bueno', 'chance', 'inings', 'hacer', 'carreras', 'colgarle', 'ceros', 'pasar', 'siguiente', 'ronda']","#VamosMagallanes, well, this is a good chance, 3 inings to do 5 or 6 races, hang 3 zeros and go to the next round","['vamosmagallanes', 'well', 'good', 'chance', 'inings', 'races', 'hang', 'zeros', 'go', 'next', 'round']",0.0,0.533,0.467,Neutral
"Iremos mejorando ? Fran Diaz ""casi"" la saco del infield","['iremos', 'mejorando', 'fran', 'diaz', 'casi', 'saco', 'infield']","Will we improve? Fran Diaz ""almost"" took her out of the infield","['improve', 'fran', 'diaz', 'almost', 'took', 'infield']",0.0,0.633,0.367,Neutral
#VamosMagallanes Juan 000 Miranda,"['vamosmagallanes', 'juan', 'miranda']",#VamosMagallanes Juan 000 Miranda,"['vamosmagallanes', 'juan', 'miranda']",0.0,1.0,0.0,Neutral
Creo que ni una cadena de Maduro ahorita me diera tanta arrechera como el juego de Magallanes -Caribes,"['creo', 'cadena', 'maduro', 'ahorita', 'diera', 'tanta', 'arrechera', 'juego', 'magallanes', 'caribes']",I don't think a chain from Maduro right now would give me as much excitement as the Magellan-Caribbean game,"['think', 'chain', 'maduro', 'right', 'would', 'give', 'much', 'excitement', 'magellan', 'caribbean', 'game']",0.0,0.758,0.242,Neutral
Decretado  https://t.co/UOz0Y13yXa,['decretado'],Decree https://t.co/UOz0Y13yXa,['decree'],0.0,1.0,0.0,Neutral
#VamosMagallanes tanto va el cántaro al agua hasta que se rompe!! ENDY,"['vamosmagallanes', 'va', 'cántaro', 'agua', 'rompe', 'endy']",#VamosMagallanes so much the pitcher goes into the water until it breaks !! ENDY,"['vamosmagallanes', 'much', 'pitcher', 'goes', 'water', 'breaks', 'endy']",0.0,1.0,0.0,Neutral
